schedule,seed,sigma,mse,bayes_mse,excess_mse,mode_error
linear_gamma_as_ve,20260526,9.262932026590663,4.080533981323242,4.042590141296387,0.03265867754817009,0.433837890625
linear_gamma_as_ve,20260526,10.198438162734806,4.1630048751831055,4.118155479431152,0.039195165038108826,0.435791015625
linear_gamma_as_ve,20260526,11.228425369046683,4.124961853027344,4.081583023071289,0.0484158918261528,0.4375
linear_gamma_as_ve,20260526,12.362435723632643,4.194796562194824,4.132506370544434,0.05910024046897888,0.439697265625
linear_gamma_as_ve,20260526,13.610975002982464,4.259732723236084,4.186963081359863,0.0702604278922081,0.4423828125
linear_gamma_as_ve,20260526,14.985610010304342,4.249622344970703,4.166782855987549,0.0857141986489296,0.447998046875
linear_gamma_as_ve,20260526,16.499075733496387,4.329790115356445,4.189115524291992,0.11188338696956635,0.460205078125
linear_gamma_as_ve,20260526,18.16539332549472,4.4006805419921875,4.243851661682129,0.16164688766002655,0.45556640625
linear_gamma_as_ve,20260526,19.999999999999996,4.478872299194336,4.231935024261475,0.23507659137248993,0.47021484375
hang_laplace_lambda_b0.5,20260526,0.010000000000000005,0.38033902645111084,0.00010076811304315925,0.380180686712265,0.00048828125
hang_laplace_lambda_b0.5,20260526,0.01100994602298563,0.37443307042121887,0.00012013866944471374,0.37443387508392334,0.0
hang_laplace_lambda_b0.5,20260526,0.012121891142905695,0.3775748610496521,0.00014955850201658905,0.3775612711906433,0.00048828125
hang_laplace_lambda_b0.5,20260526,0.013346136717989924,0.3912293314933777,0.0001795902498997748,0.3912065327167511,0.000732421875
hang_laplace_lambda_b0.5,20260526,0.01469402448804556,0.41194963455200195,0.00021717374329455197,0.41180968284606934,0.0009765625
hang_laplace_lambda_b0.5,20260526,0.01617804164738105,0.4493281841278076,0.00026419066125527024,0.4487859606742859,0.00146484375
hang_laplace_lambda_b0.5,20260526,0.01781193652952788,0.4492452144622803,0.00031827809289097786,0.44822511076927185,0.0009765625
hang_laplace_lambda_b0.5,20260526,0.019610845975494787,0.42453426122665405,0.0003837294061668217,0.42412665486335754,0.001953125
hang_laplace_lambda_b0.5,20260526,0.02159143556552824,0.35525768995285034,0.00046819253475405276,0.35470664501190186,0.00048828125
hang_laplace_lambda_b0.5,20260526,0.023772054013523794,0.26902270317077637,0.0005845538107678294,0.26866501569747925,0.000732421875
hang_laplace_lambda_b0.5,20260526,0.02617290315443958,0.20723791420459747,0.0006726571591570973,0.20675936341285706,0.000244140625
hang_laplace_lambda_b0.5,20260526,0.028816225099520986,0.18369540572166443,0.0008540459675714374,0.18296532332897186,0.000244140625
hang_laplace_lambda_b0.5,20260526,0.03172650829319295,0.191095769405365,0.0009786845184862614,0.19015270471572876,0.000732421875
hang_laplace_lambda_b0.5,20260526,0.03493071438058602,0.21800708770751953,0.0012352478224784136,0.21645191311836243,0.000732421875
